Categoria,Modelo,Cor,Armazenamento,Preco,Disponivel,ID,Parcelas,Valor Parcela
iPad,"iPad Pro M5 11""",Prateado,256GB,10999,SIM,ipad-pro-m5-11-prateado,,
iPad,"iPad Pro M5 11""",Prateado,512GB,12999,SIM,ipad-pro-m5-11-prateado,,
iPad,"iPad Pro M5 11""",Prateado,1TB,15999,SIM,ipad-pro-m5-11-prateado,,
iPad,"iPad Pro M5 11""",Prateado,2TB,19999,SIM,ipad-pro-m5-11-prateado,,
iPad,"iPad Pro M5 13""",Preto Espacial,256GB,13999,SIM,ipad-pro-m5-13-preto-espacial,,
iPad,"iPad Pro M5 13""",Preto Espacial,512GB,15999,SIM,ipad-pro-m5-13-preto-espacial,,
iPad,"iPad Pro M5 13""",Preto Espacial,1TB,18999,SIM,ipad-pro-m5-13-preto-espacial,,
iPad,"iPad Pro M5 13""",Preto Espacial,2TB,22999,SIM,ipad-pro-m5-13-preto-espacial,,
iPad,"iPad Pro M5 13""",Prateado,256GB,13999,SIM,ipad-pro-m5-13-prateado,,
iPad,"iPad Pro M5 13""",Prateado,512GB,15999,SIM,ipad-pro-m5-13-prateado,,
iPad,"iPad Pro M5 13""",Prateado,1TB,18999,SIM,ipad-pro-m5-13-prateado,,
iPad,"iPad Pro M5 13""",Prateado,2TB,22999,SIM,ipad-pro-m5-13-prateado,,
Apple Watch,Apple Watch SE 2ª 40mm,Meia-Noite,GPS,1490,SIM,watch-se2-meianoite-40,,
Apple Watch,Apple Watch SE 2ª 44mm,Meia-Noite,GPS,1590,SIM,watch-se2-meianoite-44,,
Apple Watch,Apple Watch SE 2ª 40mm,Starlight,GPS,1490,SIM,watch-se2-starlight-40,,
Apple Watch,Apple Watch SE 2ª 44mm,Starlight,GPS,1590,SIM,watch-se2-starlight-44,,
Apple Watch,Apple Watch SE 2ª 40mm,Prata,GPS,1490,SIM,watch-se2-prata-40,,
Apple Watch,Apple Watch SE 2ª 44mm,Prata,GPS,1590,SIM,watch-se2-prata-44,,
Apple Watch,Apple Watch SE 3ª 40mm,Meia-Noite,GPS,1790,SIM,watch-se3-meianoite-40,,
Apple Watch,Apple Watch SE 3ª 44mm,Meia-Noite,GPS,1990,SIM,watch-se3-meianoite-44,,
Apple Watch,Apple Watch SE 3ª 40mm,Starlight,GPS,1790,SIM,watch-se3-starlight-40,,
Apple Watch,Apple Watch SE 3ª 44mm,Starlight,GPS,1990,SIM,watch-se3-starlight-44,,
Apple Watch,Apple Watch S10 42mm,Preto Jacto,GPS,2290,SIM,watch-s10-preto-jacto-42,,
Apple Watch,Apple Watch S10 46mm,Preto Jacto,GPS,2490,SIM,watch-s10-preto-jacto-46,,
Apple Watch,Apple Watch S10 42mm,Ouro Rosa,GPS,2290,SIM,watch-s10-ouro-rosa-42,,
Apple Watch,Apple Watch S10 46mm,Ouro Rosa,GPS,2490,SIM,watch-s10-ouro-rosa-46,,
Apple Watch,Apple Watch S10 42mm,Prata,GPS,2290,SIM,watch-s10-prata-42,,
Apple Watch,Apple Watch S10 46mm,Prata,GPS,2490,SIM,watch-s10-prata-46,,
Apple Watch,Apple Watch S11 42mm,Preto Jacto,GPS,2449,SIM,watch-s11-preto-jacto-42,,
Apple Watch,Apple Watch S11 46mm,Preto Jacto,GPS,2590,SIM,watch-s11-preto-jacto-46,,
Apple Watch,Apple Watch S11 42mm,Ouro Rosa,GPS,2449,SIM,watch-s11-ouro-rosa-42,,
Apple Watch,Apple Watch S11 46mm,Ouro Rosa,GPS,2590,SIM,watch-s11-ouro-rosa-46,,
Apple Watch,Apple Watch S11 42mm,Prata,GPS,2449,SIM,watch-s11-prata-42,,
Apple Watch,Apple Watch S11 46mm,Prata,GPS,2590,SIM,watch-s11-prata-46,,
Apple Watch,Apple Watch Ultra 2,Titânio Natural,GPS,4390,SIM,watch-ultra2-titanio-natural,,
Apple Watch,Apple Watch Ultra 2,Titânio Preto,GPS,4390,SIM,watch-ultra2-titanio-preto,,
Apple Watch,Apple Watch Ultra 3,Titânio Natural,GPS,4590,SIM,watch-ultra3-titanio-natural,,
Apple Watch,Apple Watch Ultra 3,Titânio Preto,GPS,4590,SIM,watch-ultra3-titanio-preto,,
AirPods,AirPods 3,Branco,Padrão,850,SIM,airpods-3,,
AirPods,AirPods Pro 2,Branco,Padrão,1350,SIM,airpods-pro-2,,
AirPods,AirPods Pro 3,Branco,Padrão,1650,SIM,airpods-pro-3,,
AirPods,AirPods 4,Branco,Padrão,870,SIM,airpods-4,,
AirPods,AirPods 4 ANC,Branco,Padrão,1150,SIM,airpods-4-anc,,
MacBook,Mac mini M2,Prateado,8GB / 256GB,3690,SIM,mac-mini-m2,,
MacBook,Mac mini M2,Prateado,8GB / 512GB,4390,SIM,mac-mini-m2,,
MacBook,MacBook Neo,Rosa,8GB / 256GB,4990,SIM,macbook-neo-rosa,,
MacBook,MacBook Neo,Rosa,8GB / 512GB,5890,SIM,macbook-neo-rosa,,
MacBook,MacBook Neo,Prata,8GB / 256GB,4990,SIM,macbook-neo-prata,,
MacBook,MacBook Neo,Prata,8GB / 512GB,5890,SIM,macbook-neo-prata,,
MacBook,MacBook Neo,Azul,8GB / 256GB,4990,SIM,macbook-neo-azul,,
MacBook,MacBook Neo,Azul,8GB / 512GB,5890,SIM,macbook-neo-azul,,
MacBook,"MacBook Air M1 13""",Dourado,8GB / 256GB,5990,SIM,macbook-air-m1-13,,
MacBook,"MacBook Air M2 13""",Meia-noite,8GB / 256GB,5990,SIM,macbook-air-m2-13-meia-noite,,
MacBook,"MacBook Air M2 13""",Meia-noite,16GB / 256GB,6190,SIM,macbook-air-m2-13-meia-noite,,
MacBook,"MacBook Air M2 13""",Starlight,8GB / 256GB,5990,SIM,macbook-air-m2-13-starlight,,
MacBook,"MacBook Air M2 13""",Starlight,16GB / 256GB,6190,SIM,macbook-air-m2-13-starlight,,
MacBook,"MacBook Air M2 13""",Prata,8GB / 256GB,5990,SIM,macbook-air-m2-13-prata,,
MacBook,"MacBook Air M2 13""",Prata,16GB / 256GB,6190,SIM,macbook-air-m2-13-prata,,
MacBook,"MacBook Air M2 13""",Cinza-espacial,8GB / 256GB,5990,SIM,macbook-air-m2-13-cinza-espacial,,
MacBook,"MacBook Air M2 13""",Cinza-espacial,16GB / 256GB,6190,SIM,macbook-air-m2-13-cinza-espacial,,
MacBook,"MacBook Air M3 13""",Meia-noite,16GB / 256GB,6690,SIM,macbook-air-m3-13-meia-noite,,
MacBook,"MacBook Air M3 13""",Meia-noite,8GB / 512GB,6490,SIM,macbook-air-m3-13-meia-noite,,
MacBook,"MacBook Air M3 13""",Starlight,16GB / 256GB,6690,SIM,macbook-air-m3-13-starlight,,
MacBook,"MacBook Air M3 13""",Starlight,8GB / 512GB,6490,SIM,macbook-air-m3-13-starlight,,
MacBook,"MacBook Air M3 13""",Prata,16GB / 256GB,6690,SIM,macbook-air-m3-13-prata,,
MacBook,"MacBook Air M3 13""",Prata,8GB / 512GB,6490,SIM,macbook-air-m3-13-prata,,
MacBook,"MacBook Air M3 13""",Cinza-espacial,16GB / 256GB,6690,SIM,macbook-air-m3-13-cinza-espacial,,
MacBook,"MacBook Air M3 13""",Cinza-espacial,8GB / 512GB,6490,SIM,macbook-air-m3-13-cinza-espacial,,
MacBook,"MacBook Air M3 15""",Meia-noite,8GB / 256GB,7390,SIM,macbook-air-m3-15-meia-noite,,
MacBook,"MacBook Air M3 15""",Meia-noite,8GB / 512GB,7490,SIM,macbook-air-m3-15-meia-noite,,
MacBook,"MacBook Air M3 15""",Meia-noite,16GB / 512GB,7990,SIM,macbook-air-m3-15-meia-noite,,
MacBook,"MacBook Air M3 15""",Starlight,8GB / 256GB,7390,SIM,macbook-air-m3-15-starlight,,
MacBook,"MacBook Air M3 15""",Starlight,8GB / 512GB,7490,SIM,macbook-air-m3-15-starlight,,
MacBook,"MacBook Air M3 15""",Starlight,16GB / 512GB,7990,SIM,macbook-air-m3-15-starlight,,
MacBook,"MacBook Air M3 15""",Prata,8GB / 256GB,7390,SIM,macbook-air-m3-15-prata,,
MacBook,"MacBook Air M3 15""",Prata,8GB / 512GB,7490,SIM,macbook-air-m3-15-prata,,
MacBook,"MacBook Air M3 15""",Prata,16GB / 512GB,7990,SIM,macbook-air-m3-15-prata,,
MacBook,"MacBook Air M3 15""",Cinza-espacial,8GB / 256GB,7390,SIM,macbook-air-m3-15-cinza-espacial,,
MacBook,"MacBook Air M3 15""",Cinza-espacial,8GB / 512GB,7490,SIM,macbook-air-m3-15-cinza-espacial,,
MacBook,"MacBook Air M3 15""",Cinza-espacial,16GB / 512GB,7990,SIM,macbook-air-m3-15-cinza-espacial,,
MacBook,"MacBook Air M4 13""",Meia-noite,16GB / 256GB,7190,SIM,macbook-air-m4-13-meia-noite,,
MacBook,"MacBook Air M4 13""",Meia-noite,16GB / 512GB,7590,SIM,macbook-air-m4-13-meia-noite,,
MacBook,"MacBook Air M4 13""",Meia-noite,24GB / 512GB,9890,SIM,macbook-air-m4-13-meia-noite,,
MacBook,"MacBook Air M4 13""",Starlight,16GB / 256GB,7190,SIM,macbook-air-m4-13-starlight,,
MacBook,"MacBook Air M4 13""",Starlight,16GB / 512GB,7590,SIM,macbook-air-m4-13-starlight,,
MacBook,"MacBook Air M4 13""",Starlight,24GB / 512GB,9890,SIM,macbook-air-m4-13-starlight,,
MacBook,"MacBook Air M4 13""",Prata,16GB / 256GB,7190,SIM,macbook-air-m4-13-prata,,
MacBook,"MacBook Air M4 13""",Prata,16GB / 512GB,7590,SIM,macbook-air-m4-13-prata,,
MacBook,"MacBook Air M4 13""",Prata,24GB / 512GB,9890,SIM,macbook-air-m4-13-prata,,
MacBook,"MacBook Air M4 15""",Meia-noite,16GB / 256GB,7890,SIM,macbook-air-m4-15-meia-noite,,
MacBook,"MacBook Air M4 15""",Meia-noite,16GB / 512GB,9190,SIM,macbook-air-m4-15-meia-noite,,
MacBook,"MacBook Air M4 15""",Meia-noite,24GB / 512GB,10390,SIM,macbook-air-m4-15-meia-noite,,
MacBook,"MacBook Air M4 15""",Starlight,16GB / 256GB,7890,SIM,macbook-air-m4-15-starlight,,
MacBook,"MacBook Air M4 15""",Starlight,16GB / 512GB,9190,SIM,macbook-air-m4-15-starlight,,
MacBook,"MacBook Air M4 15""",Starlight,24GB / 512GB,10390,SIM,macbook-air-m4-15-starlight,,
MacBook,"MacBook Air M4 15""",Prata,16GB / 256GB,7890,SIM,macbook-air-m4-15-prata,,
MacBook,"MacBook Air M4 15""",Prata,16GB / 512GB,9190,SIM,macbook-air-m4-15-prata,,
MacBook,"MacBook Air M4 15""",Prata,24GB / 512GB,10390,SIM,macbook-air-m4-15-prata,,
MacBook,"MacBook Air M5 13""",Meia-noite,16GB / 512GB,8490,SIM,macbook-air-m5-13-meia-noite,,
MacBook,"MacBook Air M5 13""",Meia-noite,24GB / 1TB,12890,SIM,macbook-air-m5-13-meia-noite,,
MacBook,"MacBook Air M5 13""",Starlight,16GB / 512GB,8490,SIM,macbook-air-m5-13-starlight,,
MacBook,"MacBook Air M5 13""",Starlight,24GB / 1TB,12890,SIM,macbook-air-m5-13-starlight,,
MacBook,"MacBook Air M5 13""",Prata,16GB / 512GB,8490,SIM,macbook-air-m5-13-prata,,
MacBook,"MacBook Air M5 13""",Prata,24GB / 1TB,12890,SIM,macbook-air-m5-13-prata,,
MacBook,"MacBook Air M5 15""",Meia-noite,16GB / 512GB,9790,SIM,macbook-air-m5-15-meia-noite,,
MacBook,"MacBook Air M5 15""",Meia-noite,16GB / 1TB,11790,SIM,macbook-air-m5-15-meia-noite,,
MacBook,"MacBook Air M5 15""",Meia-noite,24GB / 1TB,13690,SIM,macbook-air-m5-15-meia-noite,,
MacBook,"MacBook Air M5 15""",Starlight,16GB / 512GB,9790,SIM,macbook-air-m5-15-starlight,,
MacBook,"MacBook Air M5 15""",Starlight,16GB / 1TB,11790,SIM,macbook-air-m5-15-starlight,,
MacBook,"MacBook Air M5 15""",Starlight,24GB / 1TB,13690,SIM,macbook-air-m5-15-starlight,,
MacBook,"MacBook Air M5 15""",Prata,16GB / 512GB,9790,SIM,macbook-air-m5-15-prata,,
MacBook,"MacBook Air M5 15""",Prata,16GB / 1TB,11790,SIM,macbook-air-m5-15-prata,,
MacBook,"MacBook Air M5 15""",Prata,24GB / 1TB,13690,SIM,macbook-air-m5-15-prata,,
MacBook,"MacBook Pro M4 M4 14""",Preto Espacial,16GB / 512GB,10490,SIM,macbook-pro-m4-m4-14-pretoespacial,,
MacBook,"MacBook Pro M4 M4 14""",Preto Espacial,16GB / 1TB,11000,SIM,macbook-pro-m4-m4-14-pretoespacial,,
MacBook,"MacBook Pro M4 M4 14""",Preto Espacial,24GB / 512GB,13000,SIM,macbook-pro-m4-m4-14-pretoespacial,,
MacBook,"MacBook Pro M4 M4 14""",Preto Espacial,24GB / 1TB,15600,SIM,macbook-pro-m4-m4-14-pretoespacial,,
MacBook,"MacBook Pro M4 M4 14""",Prata,16GB / 512GB,10490,SIM,macbook-pro-m4-m4-14-prata,,
MacBook,"MacBook Pro M4 M4 14""",Prata,16GB / 1TB,11000,SIM,macbook-pro-m4-m4-14-prata,,
MacBook,"MacBook Pro M4 M4 14""",Prata,24GB / 512GB,13000,SIM,macbook-pro-m4-m4-14-prata,,
MacBook,"MacBook Pro M4 M4 14""",Prata,24GB / 1TB,15600,SIM,macbook-pro-m4-m4-14-prata,,
MacBook,"MacBook Pro M4 M4 16""",Preto Espacial,24GB / 512GB,16999.99,SIM,macbook-pro-m4-m4-16-pretoespacial,,
MacBook,"MacBook Pro M4 M4 16""",Preto Espacial,48GB / 512GB,21000,SIM,macbook-pro-m4-m4-16-pretoespacial,,
MacBook,"MacBook Pro M4 M4 16""",Prata,24GB / 512GB,16999.99,SIM,macbook-pro-m4-m4-16-prata,,
MacBook,"MacBook Pro M4 M4 16""",Prata,48GB / 512GB,21000,SIM,macbook-pro-m4-m4-16-prata,,
MacBook,"MacBook Pro M4 M4 Pro 14""",Preto Espacial,24GB / 512GB,13500,SIM,macbook-pro-m4-m4pro-14-pretoespacial,,
MacBook,"MacBook Pro M4 M4 Pro 14""",Preto Espacial,24GB / 1TB,15500,SIM,macbook-pro-m4-m4pro-14-pretoespacial,,
MacBook,"MacBook Pro M4 M4 Pro 14""",Preto Espacial,48GB / 512GB,22000,SIM,macbook-pro-m4-m4pro-14-pretoespacial,,
MacBook,"MacBook Pro M4 M4 Pro 14""",Prata,24GB / 512GB,13500,SIM,macbook-pro-m4-m4pro-14-prata,,
MacBook,"MacBook Pro M4 M4 Pro 14""",Prata,24GB / 1TB,15500,SIM,macbook-pro-m4-m4pro-14-prata,,
MacBook,"MacBook Pro M4 M4 Pro 14""",Prata,48GB / 512GB,22000,SIM,macbook-pro-m4-m4pro-14-prata,,
MacBook,"MacBook Pro M4 M4 Pro 16""",Preto Espacial,24GB / 512GB,17500,SIM,macbook-pro-m4-m4pro-16-pretoespacial,,
MacBook,"MacBook Pro M4 M4 Pro 16""",Preto Espacial,48GB / 512GB,21000,SIM,macbook-pro-m4-m4pro-16-pretoespacial,,
MacBook,"MacBook Pro M4 M4 Pro 16""",Prata,24GB / 512GB,17500,SIM,macbook-pro-m4-m4pro-16-prata,,
MacBook,"MacBook Pro M4 M4 Pro 16""",Prata,48GB / 512GB,21000,SIM,macbook-pro-m4-m4pro-16-prata,,
MacBook,"MacBook Pro M4 M4 Max 14""",Preto Espacial,36GB / 1TB,23900,SIM,macbook-pro-m4-m4max-14-pretoespacial,,
MacBook,"MacBook Pro M4 M4 Max 14""",Prata,36GB / 1TB,23900,SIM,macbook-pro-m4-m4max-14-prata,,
MacBook,"MacBook Pro M4 M4 Max 16""",Preto Espacial,36GB / 1TB,26000,SIM,macbook-pro-m4-m4max-16-pretoespacial,,
MacBook,"MacBook Pro M4 M4 Max 16""",Preto Espacial,48GB / 1TB,29000,SIM,macbook-pro-m4-m4max-16-pretoespacial,,
MacBook,"MacBook Pro M4 M4 Max 16""",Prata,36GB / 1TB,26000,SIM,macbook-pro-m4-m4max-16-prata,,
MacBook,"MacBook Pro M4 M4 Max 16""",Prata,48GB / 1TB,29000,SIM,macbook-pro-m4-m4max-16-prata,,
MacBook,"MacBook Pro M5 M5 14""",Preto Espacial,16GB / 512GB,11990,SIM,macbook-pro-m5-m5-14-pretoespacial,,
MacBook,"MacBook Pro M5 M5 14""",Preto Espacial,16GB / 1TB,12790,SIM,macbook-pro-m5-m5-14-pretoespacial,,
MacBook,"MacBook Pro M5 M5 14""",Preto Espacial,24GB / 1TB,14690,SIM,macbook-pro-m5-m5-14-pretoespacial,,
MacBook,"MacBook Pro M5 M5 14""",Preto Espacial,32GB / 1TB,18890,SIM,macbook-pro-m5-m5-14-pretoespacial,,
MacBook,"MacBook Pro M5 M5 14""",Preto Espacial,48GB / 1TB,26790,SIM,macbook-pro-m5-m5-14-pretoespacial,,
MacBook,"MacBook Pro M5 M5 14""",Prata,16GB / 512GB,11990,SIM,macbook-pro-m5-m5-14-prata,,
MacBook,"MacBook Pro M5 M5 14""",Prata,16GB / 1TB,12790,SIM,macbook-pro-m5-m5-14-prata,,
MacBook,"MacBook Pro M5 M5 14""",Prata,24GB / 1TB,14690,SIM,macbook-pro-m5-m5-14-prata,,
MacBook,"MacBook Pro M5 M5 14""",Prata,32GB / 1TB,18890,SIM,macbook-pro-m5-m5-14-prata,,
MacBook,"MacBook Pro M5 M5 14""",Prata,48GB / 1TB,26790,SIM,macbook-pro-m5-m5-14-prata,,
MacBook,"MacBook Pro M5 M5 16""",Preto Espacial,24GB / 1TB,19590,SIM,macbook-pro-m5-m5-16-pretoespacial,,
MacBook,"MacBook Pro M5 M5 16""",Preto Espacial,32GB / 1TB,18890,SIM,macbook-pro-m5-m5-16-pretoespacial,,
MacBook,"MacBook Pro M5 M5 16""",Preto Espacial,36GB / 2TB,29990,SIM,macbook-pro-m5-m5-16-pretoespacial,,
MacBook,"MacBook Pro M5 M5 16""",Prata,24GB / 1TB,19590,SIM,macbook-pro-m5-m5-16-prata,,
MacBook,"MacBook Pro M5 M5 16""",Prata,32GB / 1TB,18890,SIM,macbook-pro-m5-m5-16-prata,,
MacBook,"MacBook Pro M5 M5 16""",Prata,36GB / 2TB,29990,SIM,macbook-pro-m5-m5-16-prata,,
MacBook,"MacBook Pro M5 M5 Pro 14""",Preto Espacial,24GB / 1TB,16490,SIM,macbook-pro-m5-m5pro-14-pretoespacial,,
MacBook,"MacBook Pro M5 M5 Pro 14""",Preto Espacial,24GB / 2TB,18490,SIM,macbook-pro-m5-m5pro-14-pretoespacial,,
MacBook,"MacBook Pro M5 M5 Pro 14""",Prata,24GB / 1TB,16490,SIM,macbook-pro-m5-m5pro-14-prata,,
MacBook,"MacBook Pro M5 M5 Pro 14""",Prata,24GB / 2TB,18490,SIM,macbook-pro-m5-m5pro-14-prata,,
MacBook,"MacBook Pro M5 M5 Pro 16""",Preto Espacial,24GB / 1TB,19500,SIM,macbook-pro-m5-m5pro-16-pretoespacial,,
MacBook,"MacBook Pro M5 M5 Pro 16""",Preto Espacial,48GB / 1TB,26990,SIM,macbook-pro-m5-m5pro-16-pretoespacial,,
MacBook,"MacBook Pro M5 M5 Pro 16""",Preto Espacial,36GB / 2TB,29490,SIM,macbook-pro-m5-m5pro-16-pretoespacial,,
MacBook,"MacBook Pro M5 M5 Pro 16""",Prata,24GB / 1TB,19500,SIM,macbook-pro-m5-m5pro-16-prata,,
MacBook,"MacBook Pro M5 M5 Pro 16""",Prata,48GB / 1TB,26990,SIM,macbook-pro-m5-m5pro-16-prata,,
MacBook,"MacBook Pro M5 M5 Pro 16""",Prata,36GB / 2TB,29490,SIM,macbook-pro-m5-m5pro-16-prata,,
MacBook,"MacBook Pro M5 M5 Max 14""",Preto Espacial,36GB / 2TB,27990,SIM,macbook-pro-m5-m5max-14-pretoespacial,,
MacBook,"MacBook Pro M5 M5 Max 14""",Prata,36GB / 2TB,27990,SIM,macbook-pro-m5-m5max-14-prata,,
MacBook,"MacBook Pro M5 M5 Max 16""",Preto Espacial,36GB / 2TB,28990,SIM,macbook-pro-m5-m5max-16-pretoespacial,,
MacBook,"MacBook Pro M5 M5 Max 16""",Preto Espacial,48GB / 2TB,32990,SIM,macbook-pro-m5-m5max-16-pretoespacial,,
MacBook,"MacBook Pro M5 M5 Max 16""",Prata,36GB / 2TB,28990,SIM,macbook-pro-m5-m5max-16-prata,,
MacBook,"MacBook Pro M5 M5 Max 16""",Prata,48GB / 2TB,32990,SIM,macbook-pro-m5-m5max-16-prata,,
MacBook,"MacBook Air M1 13""",Cinza-espacial,8GB / 256GB,5990,SIM,macbook-air-m1-13-cinzaespacial,,
MacBook,"MacBook Air M1 13""",Prata,8GB / 256GB,5990,SIM,macbook-air-m1-13-prata,,
MacBook,"MacBook Air M4 13""",Sky Blue,16GB / 256GB,7190,SIM,macbook-air-m4-13-skyblue,,
MacBook,"MacBook Air M4 13""",Sky Blue,16GB / 512GB,7590,SIM,macbook-air-m4-13-skyblue,,
MacBook,"MacBook Air M4 13""",Sky Blue,24GB / 512GB,9890,SIM,macbook-air-m4-13-skyblue,,
MacBook,"MacBook Air M4 15""",Sky Blue,16GB / 256GB,7890,SIM,macbook-air-m4-15-skyblue,,
MacBook,"MacBook Air M4 15""",Sky Blue,16GB / 512GB,9190,SIM,macbook-air-m4-15-skyblue,,
MacBook,"MacBook Air M4 15""",Sky Blue,24GB / 512GB,10390,SIM,macbook-air-m4-15-skyblue,,
MacBook,"MacBook Air M5 13""",Sky Blue,16GB / 512GB,8490,SIM,macbook-air-m5-13-skyblue,,
MacBook,"MacBook Air M5 13""",Sky Blue,24GB / 1TB,12890,SIM,macbook-air-m5-13-skyblue,,
MacBook,"MacBook Air M5 15""",Sky Blue,16GB / 512GB,9790,SIM,macbook-air-m5-15-skyblue,,
MacBook,"MacBook Air M5 15""",Sky Blue,16GB / 1TB,11790,SIM,macbook-air-m5-15-skyblue,,
MacBook,"MacBook Air M5 15""",Sky Blue,24GB / 1TB,13690,SIM,macbook-air-m5-15-skyblue,,
